class,shLA,elLA,shRA,elRA
Pose 5,21.82101991,164.9992134,141.4087916,165.2322042
Pose 5,21.89547354,164.9647966,141.557503,164.976084
Pose 5,21.78921166,164.7511008,141.5944833,164.5289155
Pose 5,21.72963954,164.651275,141.4755766,164.1145686
Pose 5,21.64262438,164.5142647,141.3253186,163.7559547
Pose 5,21.77610109,164.8274014,141.1681767,163.3335192
Pose 5,21.90925723,164.9141929,141.068631,162.9789759
Pose 5,22.94534847,166.6399445,140.5350436,161.7509923
Pose 5,23.42153795,167.2686938,140.2484763,161.2273297
Pose 5,23.98723672,168.2191207,139.9864543,160.6388108
Pose 5,25.04308141,168.892893,139.0469442,159.3976492
Pose 5,25.52865968,168.1529656,138.9242904,158.2971331
Pose 5,25.42435613,167.735898,138.8936781,157.3817985
Pose 5,25.20981513,167.6104077,138.6943091,156.6833014
Pose 5,25.73998172,168.6964439,139.2601122,156.2353752
Pose 5,26.41882782,169.0884311,139.4125305,155.5918131
Pose 5,29.2881883,170.4034416,136.7428342,150.2613972
Pose 5,29.1543402,169.272605,135.3978498,147.8568142
Pose 5,28.61819404,168.3333249,133.4738923,144.6684271
Pose 5,28.3206338,167.318876,132.3937728,144.2426605
Pose 5,28.28343741,167.4113031,131.6729324,144.7223778
Pose 5,28.50755488,168.0024377,131.251248,145.0875196
Pose 5,29.05976996,167.9736887,131.3246799,145.1455083
Pose 5,28.56789438,168.2681121,132.210583,145.2685736
Pose 5,26.76265546,168.2342875,131.667437,144.1540925
Pose 5,26.86382925,169.4461912,132.5507713,145.2555148
Pose 6,29.86667748,173.2010004,141.9795595,169.7438675
Pose 6,29.21901076,176.2578822,143.9221403,171.0965142
Pose 6,29.52050624,176.5242316,144.5751449,171.3468944
Pose 6,29.2731633,176.6980328,143.754433,170.6405227
Pose 6,29.27996591,177.3726454,142.2785732,169.0328304
Pose 6,29.6891053,177.1889399,142.2907512,168.8317748
Pose 6,29.56342197,177.2622804,142.2359675,168.6476447
Pose 6,29.70751971,176.7549058,142.9361996,169.8860627
Pose 6,29.5390656,176.7731628,143.1676124,169.8846209
Pose 6,29.32399721,176.728568,142.9995193,169.8522276
Pose 6,29.07147021,176.8724895,142.4517993,169.4027659
Pose 6,30.15535056,176.2689462,139.7263188,168.0325995
Pose 6,29.81004817,176.1134141,139.8592635,167.8714981
Pose 6,29.60349267,176.0740842,139.8904082,167.7913238
Pose 6,29.32109694,176.1867129,140.3938256,167.9944095
Pose 6,29.49971147,176.1927712,140.6360869,167.9224362
Pose 6,29.72640962,175.8874071,140.143936,167.3625062
Pose 6,30.03943875,175.9594673,140.2582922,167.3266485
Pose 6,30.38965732,175.2367576,141.8058845,167.1415979
Pose 6,30.50343894,175.0119146,144.1384581,168.7901772
Pose 6,30.43208744,175.795396,146.3648449,169.9585914
Pose 6,33.8841418,173.2405237,144.4683793,168.5342542
Pose 6,36.2613847,170.5182191,142.1359246,165.5284569
Pose 6,37.20748148,169.2919039,141.1118636,164.1413865
Pose 6,37.23053043,169.2658262,139.8988582,162.4521052
Pose 6,37.54638817,169.1842023,137.4222659,159.759931
Pose 6,37.54751165,169.5685305,134.9072684,156.7466464
Pose 6,38.13220822,169.5996847,134.2438649,155.2202269
Pose 6,38.2454515,171.7009741,137.2238887,155.0100946
Pose 6,38.61661473,172.6724526,132.8925076,151.5158319
Pose 6,36.96869265,173.9731478,136.9439563,154.6016562
Pose 6,36.65920966,174.3200105,137.1342909,154.8630865
Pose 6,37.4052727,173.2353263,135.3662095,153.2603273
Pose 6,37.82783718,173.4432832,134.1710674,153.0037918
Pose 6,38.39753432,173.0139193,134.1997428,152.7333716
Pose 6,38.70236003,172.8149899,133.2963154,151.7839146
Pose 6,40.32361926,171.1691245,132.7225575,151.7413665
Pose 6,40.46018034,171.6222147,128.3247489,149.5135308
Pose 6,40.9380135,171.2376624,126.710821,149.3318244
Pose 6,41.08706572,171.1155723,126.8016403,149.7096626
Pose 6,40.83598163,171.7073151,127.4377062,150.3901071
Pose 6,40.22672644,172.1143087,129.8140987,152.0275955
Pose 6,40.32472269,172.5715029,129.9776875,152.1046798
Pose 6,40.04950446,172.9186626,129.8427272,152.1371994
Pose 6,39.7459462,173.5676549,129.7433397,152.4976634
Pose 6,40.28289113,173.4292967,128.3006127,151.9774351
Pose 6,40.77082463,173.2777475,127.7594683,151.912302
Pose 6,40.01154606,173.7221198,127.6821809,152.3934865
Pose 6,39.02788732,174.379882,127.573965,152.4427615
Pose 6,38.44987514,175.0215578,128.5945283,153.6311813
Pose 6,38.13476742,175.2846265,129.2967502,154.1884077
Pose 6,37.44394562,176.0823648,130.3595305,155.2941725
Pose 6,37.12099975,176.2802193,132.0007859,157.095182
Pose 6,36.99562883,175.4519604,134.0233579,157.8539534
Pose 6,36.76848525,174.7341785,136.0958995,159.170997
Pose 6,36.68357859,173.0210539,137.7831231,163.2349109
Pose 6,35.54156197,174.234335,139.5919443,165.7912296
Pose 6,34.80511334,173.4921584,138.1089804,165.6098505
Pose 6,34.87426847,171.9743903,138.511383,165.8068048
Pose 6,33.21995956,172.2930496,139.2840866,166.1418069
Pose 6,32.5876988,172.5675445,139.8246618,166.7695281
Pose 6,32.47811747,172.1334301,140.320737,167.2037241
Pose 6,31.94827967,171.1174681,138.9853787,166.8231552
Pose 6,24.23118407,171.5202519,138.416858,167.9933988
Pose 6,22.31745815,172.5244778,137.9433771,168.3507916
Pose 6,19.50827233,171.3345961,137.3692504,168.0926274
Pose 6,17.7434611,164.8118657,136.6433599,168.2246191
Pose 6,14.81632941,166.8833226,134.1949701,167.2519583
Pose 6,11.59032487,168.3910779,132.4980962,166.4809982
Pose 6,7.108721962,169.6036974,133.018784,166.8913168
Pose 6,0.249017777,178.4302024,133.5316759,169.5329386
Pose 6,3.182839803,179.7549404,133.8785821,169.2579611
Pose 6,1.530875788,167.136739,134.05946,169.7045256
Pose 6,2.341071394,164.3467174,133.0358896,168.616225
Pose 6,3.142721723,163.865777,132.4436865,168.4620608
Pose 6,3.075753397,166.5739353,132.544473,168.278389
Pose 6,4.041897428,164.7437162,133.6958087,169.4324873
Pose 6,4.515225107,166.5517422,133.6990966,168.9498412
Pose 6,1.751116552,173.6491457,132.4967222,167.0704831
Pose 6,0.443061145,176.9173114,132.2391655,166.8012449
Pose 6,4.206781166,169.6326834,132.876641,167.0897519
Pose 6,6.371686805,167.3009424,134.7106031,167.8656555
Pose 6,5.090250513,170.8259624,133.5207917,166.0030894
Pose 6,19.10198564,166.9374238,135.0025898,165.162421
Pose 6,21.12315942,169.6142933,134.3307197,163.3754114
Pose 6,22.06581823,169.650767,136.0138256,164.417853
Pose 6,21.94877505,171.351817,136.6125876,163.9403341
Pose 6,23.61322036,168.6371934,138.1677581,164.9257392
Pose 6,23.24380126,168.2971993,137.7594442,163.6698471
Pose 6,24.0220246,168.4737207,137.7520495,163.5134512
Pose 6,24.80448591,168.6772317,137.2087777,162.1443204
Pose 6,26.11508923,167.8479907,137.3547579,161.4946209
Pose 6,26.74213077,167.0443436,137.0086738,160.7319794
Pose 6,26.50791186,167.9135294,137.8341853,161.0206677
Pose 6,27.73548289,169.1674167,138.9116924,162.2911441
Pose 6,28.02121746,170.4543851,138.823424,162.766005
Pose 6,27.96426405,170.8999772,137.9585248,162.9588777
Pose 6,28.23403792,172.5497449,137.462307,162.9554594
Pose 6,28.79977215,173.5081596,136.9692393,162.3094901
Pose 6,29.39527751,174.6172349,137.1817204,162.998897
Pose 6,31.72520814,173.3217106,135.9981317,161.811275
Pose 6,32.08218137,173.9630188,135.1368448,161.2685879
Pose 6,32.96740937,173.9714688,132.9948349,159.0164972
Pose 6,33.32950186,174.1704529,130.8842972,157.2299255
Pose 6,33.14856823,174.5268578,131.0207524,157.4671614
Pose 6,33.21177659,174.314368,130.2221533,156.9968098
Pose 6,34.01961143,173.5032224,129.4555589,157.3600966
Pose 6,34.67823602,172.9561826,128.0902352,156.495331
Pose 6,35.24490388,172.7607519,122.7932764,156.8344926
Pose 6,36.67417166,170.4382761,119.2366255,155.6908916
Pose 6,36.49237435,170.6255191,119.9421866,157.955773
Pose 6,36.17181836,171.334261,119.305428,158.1327072
Pose 6,37.10889251,169.7663126,119.2259892,158.4258855
Pose 6,37.87580753,169.398799,119.7420073,160.1246911
Pose 6,38.09791535,169.6754609,119.2484208,159.6997725
Pose 6,38.10737712,169.764874,119.2100492,159.0965332
Pose 6,38.32641294,169.7761007,118.6442642,158.9739179
Pose 6,38.1898937,169.9666213,117.9086662,158.8078392
Pose 6,38.14524044,170.376563,116.3753888,158.7789182
Pose 6,39.19093105,168.6657221,113.6211445,157.4856153
Pose 6,39.0200804,168.9548995,114.5321357,157.3934377
Pose 6,38.69041925,168.6094404,114.2317222,157.6993484
Pose 6,38.0604493,169.1943667,114.8792163,158.335521
Pose 6,37.39109757,169.7919232,115.5570994,158.5240508
Pose 6,36.10894629,171.1193144,119.0995086,162.6108824
Pose 6,35.53622411,171.3249547,121.8389996,164.8721484
Pose 6,35.01850867,171.9601881,122.8413893,164.9204584
Pose 6,34.06155513,173.3033978,123.8031421,164.3093323
Pose 6,33.79276889,173.186054,124.6672881,164.5795769
Pose 6,33.59037342,173.162344,125.2113531,165.3182377
Pose 6,33.40799994,173.2995479,124.9987638,164.8283769
Pose 6,33.23080023,173.0496648,126.0403487,166.3091963
Pose 6,32.79313989,173.6770504,125.2535669,165.4525526
Pose 6,32.45203918,173.9318682,125.5421592,165.4401122
Pose 6,32.87815785,173.4088892,124.4350014,165.1616917
Pose 6,32.33722353,172.0734255,125.012727,165.1721126
Pose 6,31.67574244,168.9788985,124.5914673,164.8929604
Pose 6,30.13662052,166.3140292,125.390514,165.9428313
Pose 6,26.53264297,170.3986376,124.9882777,167.1455938
Pose 6,21.69154553,170.8052459,123.1232266,166.9762318
Pose 6,15.36171359,168.7614165,122.0854147,168.4125026
Pose 6,10.21919932,166.9115757,128.1205313,179.4494352
Pose 6,1.176868529,179.7221557,122.9300751,173.5358192
Pose 6,1.499332208,164.0413597,120.0861117,171.4536583
Pose 6,2.543584317,174.6060261,117.2078463,168.8606506
Pose 6,5.136078403,178.4823866,117.4067252,169.181191
Pose 6,4.516276063,179.2514568,120.841566,174.0206576
Pose 6,4.70672885,179.309398,122.6063696,176.281498
Pose 6,3.728723098,179.0992606,124.0543175,177.9995862
Pose 6,5.874079796,175.6503502,123.8896687,177.4530301
Pose 6,2.379547768,176.3374534,125.0135366,175.0645661
Pose 6,0.735481119,174.0523679,125.1998139,175.0534909
Pose 6,0.081077788,171.4707153,125.4735787,176.4595977
Pose 6,0.209427371,168.3286854,126.0505726,176.8515715
Pose 6,4.079462796,178.4315579,125.823876,177.1693049
Pose 6,3.051346609,175.4249899,125.3293523,176.9296343
Pose 6,2.04656143,173.2513552,124.4336661,176.4187027
Pose 6,1.4500045,171.2326433,124.5445123,173.9165404
Pose 6,0.782718936,170.5359305,123.7368154,174.7441176
Pose 6,0.626731693,170.2473123,121.1395884,172.707634
Pose 6,5.325879845,179.6028588,118.9975043,167.0415407
Pose 6,1.992631681,174.6657596,115.5703457,162.647339
Pose 6,0.290590581,170.578884,113.5890563,163.0640103
Pose 6,2.058096379,173.5085153,112.3048676,162.2658911
Pose 6,0.60123786,170.7945819,112.3752679,163.8478885
Pose 6,0.344664003,174.2091387,109.8245584,158.792237
Pose 6,10.84085188,166.6332231,110.5425162,156.4990312
Pose 6,16.9247618,165.9203403,112.5595707,154.4269121
Pose 6,21.81534373,167.8921926,115.005098,154.8404127
Pose 6,25.55337275,167.1338936,115.4309251,155.3437789
Pose 6,30.92089464,168.9963778,116.7559613,155.4791587
Pose 6,32.7578273,168.9400291,118.0150534,157.7183213
Pose 6,33.03392655,169.9013343,117.9839524,158.9076613
Pose 6,33.80895057,171.0009444,116.8580905,158.1658878
Pose 6,35.16945815,169.4741312,114.0532117,155.3449484
Pose 6,36.96712784,167.6603237,113.2954969,155.1066698
Pose 6,38.40680504,166.4859084,112.5967544,154.0626402
Pose 6,38.98721988,166.4636645,113.639999,154.6992355
Pose 6,39.2151946,166.7320452,113.184867,154.7947987
Pose 6,39.15500361,166.4508621,111.8269101,154.5064608
Pose 6,38.87898317,166.2286071,111.3725745,154.0541894
Pose 6,39.12684456,165.6946205,111.469122,153.8952077
Pose 6,38.52117964,166.3116189,110.2039433,153.2219951
Pose 6,38.08892287,166.7441727,110.4824142,152.1164064
Pose 6,37.82739858,166.7872777,110.0940107,153.2068893
Pose 6,37.50381628,167.1170211,109.2513066,153.0904948
Pose 6,37.3505117,167.3761599,108.7773384,153.1553444
Pose 6,36.53325822,168.8400585,109.2933931,153.7430799
Pose 6,35.97087165,169.8237623,109.5982028,154.1661947
Pose 6,35.39934281,170.6684768,110.0251908,154.1195056
Pose 6,34.60843549,171.6424672,111.4252821,154.6348497
Pose 6,34.42926715,171.3410402,111.9990173,155.3817622
Pose 6,33.72565943,171.6612072,112.1613674,155.8212418
Pose 6,33.171804,171.3638672,112.3863869,156.0150022
Pose 6,32.5586851,171.4263016,112.3334343,155.8349732
Pose 6,31.08130984,172.4270396,113.3066981,155.5522292
Pose 6,30.9045275,172.5023933,112.9434244,155.3974939
Pose 6,30.86076968,172.3644684,112.9943188,155.9322424
Pose 6,30.7787588,172.2867643,112.5835044,155.7833633
Pose 6,30.73920349,172.3078199,113.2127316,156.0835806
Pose 6,30.55475547,172.9856717,114.0682823,156.9182171
Pose 6,30.59766327,172.9309392,113.9229629,156.8416101
Pose 6,30.59178103,173.1233784,113.8743691,156.4149134
Pose 6,30.24013009,171.4128391,113.4370628,156.0187949
Pose 6,30.16474259,169.0779077,112.4632792,155.3901372
Pose 6,29.62063773,165.5156201,111.0707076,154.3452897
Pose 6,26.43380655,163.5444908,109.1365021,153.8525268
Pose 6,19.01953587,157.7932012,103.3676173,151.8633148
