class,shLA,elLA,shRA,elRA
Pose 3,82.69769302,152.3398276,50.45296902,126.5441322
Pose 3,81.96931483,152.6565452,50.99177584,126.8472978
Pose 3,81.34679793,153.3142266,51.6429716,127.99945
Pose 3,80.83161998,154.0043051,52.26460927,129.0905704
Pose 3,80.46451814,155.042931,52.85595315,129.5256135
Pose 3,80.14635329,155.9819704,53.99623552,130.2156349
Pose 3,79.14614588,158.0205596,55.64086024,132.0605274
Pose 3,78.92425289,158.9442838,56.86675983,133.1135813
Pose 3,78.70018573,158.2504327,58.14610169,135.4933637
Pose 3,78.55794712,158.1409874,59.63944371,134.6326602
Pose 3,77.95428036,156.9983798,60.40429544,135.0731444
Pose 3,77.16392434,156.510445,61.18806074,136.3860461
Pose 3,76.04003526,156.6640682,62.14039382,138.0081543
Pose 3,75.70508483,157.3024236,62.68740123,137.4148299
Pose 3,74.42704786,157.5787138,64.39738654,136.3669292
Pose 3,73.60475895,157.5207852,65.15123328,135.3058945
Pose 3,73.38504909,157.294907,65.97899293,135.0200152
Pose 3,73.13311389,156.5751726,66.2100259,134.9907825
Pose 3,73.34306124,156.9079647,66.49571305,134.3850081
Pose 3,73.34740796,156.3638519,66.37830583,133.624543
Pose 3,73.5735683,156.5906047,65.82789481,131.8038169
Pose 3,73.93778156,156.1795393,65.20775081,130.315021
Pose 3,74.38491416,155.1956301,64.53533021,128.6528187
Pose 3,75.09188458,153.9865719,63.54429791,126.7642782
Pose 3,76.15633931,152.8990204,62.43163726,124.5134228
Pose 3,77.57030049,152.3052189,62.23833699,124.0151811
Pose 3,79.63640087,153.2557015,61.70940381,122.8156224
Pose 3,83.48641161,153.1335774,61.36039218,121.9663434
Pose 3,85.6980726,154.0745632,61.40361658,121.3815477
Pose 3,86.93887465,154.6739574,60.8520224,119.6667009
Pose 3,87.5765725,154.9959209,60.70321707,119.0220037
Pose 3,88.567306,156.0219095,60.26491947,117.7021283
Pose 3,88.63452881,155.6522534,59.99289425,116.0707097
Pose 3,89.38823549,156.1271794,59.74598029,114.7935941
Pose 3,91.88406285,158.3362762,58.28453503,111.9801813
Pose 3,93.06733647,158.660269,57.44320536,110.3364906
Pose 3,94.33901664,160.2174808,56.72934183,110.1218425
Pose 3,94.74299401,159.6778725,56.21723175,109.578341
Pose 3,95.27952539,160.0162126,55.55417348,109.5238533
Pose 3,96.29744296,160.4631392,54.98247041,110.0023588
Pose 3,96.30666528,159.2528014,54.53414587,109.903711
Pose 3,97.42701491,159.1289979,53.46727274,109.9309525
Pose 3,97.91766047,159.3370412,52.79783319,109.5803609
Pose 3,97.95839178,159.5637167,52.37627331,110.7067733
Pose 3,98.18834931,159.6550797,52.13677491,110.4682881
Pose 3,98.40805111,159.7126629,51.93136069,110.0295185
Pose 3,98.59003981,160.0202538,51.71211305,109.3306663
Pose 3,98.85786982,160.2508079,51.38669312,108.7999057
Pose 3,99.10071456,161.0371957,51.31453402,108.5559879
Pose 3,99.34977319,161.4001175,51.25310335,108.5391607
Pose 3,99.43105141,161.5269237,51.20912884,108.5172811
Pose 3,99.48676658,161.5634134,51.0032611,108.1575433
Pose 3,99.57265642,161.7347578,50.98435089,108.1415659
Pose 3,99.70751192,161.8636369,50.99661279,108.074319
Pose 3,99.67503367,161.777685,51.04279243,107.915889
Pose 3,99.64608665,161.7724508,51.03328705,107.7933549
Pose 3,99.70762587,162.1485044,51.11303596,107.8606833
Pose 3,99.52088646,162.0846719,51.13651277,107.6758448
Pose 3,99.40223362,162.0095622,51.15696209,107.5541659
Pose 3,99.01136557,161.7258214,51.16554785,107.5640369
Pose 3,98.32254189,160.8336124,51.19949082,107.6098774
Pose 3,97.8257753,160.2599507,51.23860242,107.7032201
Pose 3,97.05287854,159.0162429,51.42289826,107.9047766
Pose 3,96.27327051,157.778441,51.98847463,108.8519296
Pose 3,95.45073497,156.7923574,52.18324408,108.9028901
Pose 3,95.06529091,156.3083591,52.31672636,108.9030055
Pose 3,93.8514544,155.1268924,52.51996805,109.0390555
Pose 3,92.59762233,153.6815246,52.58880276,108.7080876
Pose 3,90.67635753,151.3784579,52.9525067,108.664604
Pose 3,87.64141715,148.0264715,54.25358007,107.5114941
Pose 3,86.11949092,146.6213906,54.93729742,107.4584253
Pose 3,85.42816336,146.2932542,55.5770733,107.6751706
Pose 3,85.47706109,146.8946301,55.67357096,108.08149
Pose 3,85.57271879,147.1792726,55.66542857,108.3214761
Pose 3,85.96212706,148.8143941,55.77109271,108.5406921
Pose 3,85.73529152,149.1360299,55.81470518,108.8728917
Pose 3,85.55875738,149.2718027,55.59679487,108.8690683
Pose 3,85.54212524,149.240626,55.44546364,108.7388647
Pose 3,85.57426126,149.1233667,55.29551369,108.5939448
Pose 3,85.52113633,149.040013,55.27531083,108.636936
Pose 3,85.48767496,148.0143324,55.1335636,108.7496129
Pose 3,85.36039253,147.1624609,55.03758028,108.7814088
Pose 3,85.17676365,146.0477863,54.72063087,108.7411964
Pose 3,85.15834625,145.4066715,54.61279623,108.8118253
Pose 3,85.47750141,145.5679107,54.47080163,108.7159099
Pose 3,85.55314316,145.5712524,54.38009052,108.8666441
Pose 3,86.27186767,146.2841184,54.25450522,109.0675061
Pose 3,86.23262271,146.2199985,54.16079294,108.9951595
Pose 3,86.09582817,146.0735662,54.03739594,108.8224548
Pose 3,86.11276412,146.0391642,53.97216448,108.7500758
Pose 3,86.07461451,145.9820036,54.03783288,109.0494961
Pose 3,85.67249953,145.3844435,54.02164921,109.1062432
Pose 3,85.06436895,144.4012601,54.0467256,109.3059989
Pose 4,31.73672094,172.6341387,67.26327367,131.4720519
Pose 4,31.58987438,172.2773558,67.5538855,131.5235819
Pose 4,31.32426884,171.9681265,68.37989718,131.070311
Pose 4,31.10137962,171.9674428,68.97836165,130.8040155
Pose 4,30.95144255,171.9788567,69.8839351,131.3635484
Pose 4,30.84466084,171.9331698,70.43976616,131.6428244
Pose 4,30.63052117,171.9113603,70.67877732,131.1337289
Pose 4,30.47020164,171.9017041,71.65994582,130.8638333
Pose 4,30.34019419,171.8007909,72.40867441,131.6147136
Pose 4,30.30924435,171.8349478,72.93746459,131.4894194
Pose 4,30.17200771,171.6429261,73.67970678,131.6325255
Pose 4,30.05265661,171.5719794,74.27360601,132.0417652
Pose 4,29.98562902,171.6043122,74.55281289,132.3373563
Pose 4,29.86640572,171.4997498,74.9919242,132.7103582
Pose 4,29.64700429,171.4177757,75.62228229,132.1484833
Pose 4,29.47546494,171.2001714,76.04231212,131.5706418
Pose 4,29.33002182,171.3544628,76.31257685,131.5701177
Pose 4,29.27600312,171.442634,76.50705049,131.4938557
Pose 4,29.24449644,171.5882258,77.30507824,132.5044311
Pose 4,29.09973858,171.4986673,77.74555286,133.2000099
Pose 4,28.98752955,171.4984748,78.24019428,133.6803408
Pose 4,28.95358463,171.5066107,78.73147422,134.2753813
Pose 4,28.87614176,171.4915079,78.64533802,134.2699021
Pose 4,28.82362209,171.4872119,78.54033237,134.275065
Pose 4,28.89685651,171.4999022,78.69064573,134.9189679
Pose 4,28.89228322,171.4946871,78.68166855,134.5660394
Pose 4,28.89479832,171.4985655,78.63348216,134.3503792
Pose 4,28.80998044,171.5862685,78.64459374,134.176123
Pose 4,28.74276116,171.6229743,78.64688986,134.1104807
Pose 4,28.7031999,171.6782341,78.6511864,133.944267
Pose 4,28.69508552,171.7773927,78.69100134,133.853659
Pose 4,28.67133144,171.8312253,78.71522218,133.7979788
Pose 4,28.65812498,171.8947244,78.78808477,133.5943328
Pose 4,28.6430113,171.9943,78.79172025,133.5742826
Pose 4,28.49204113,171.9369167,79.07222722,133.6045927
Pose 4,28.32900355,171.9580163,79.19527505,133.4895039
Pose 4,28.1959226,171.8291335,79.16415959,133.4260986
Pose 4,28.13463793,171.8080984,79.08709682,133.2265248
Pose 4,28.06547346,171.7287758,78.92810091,133.0864285
Pose 4,27.98741315,171.6348692,78.7974487,132.9526287
Pose 4,27.84875575,171.5353985,78.85198959,132.9530997
Pose 4,27.82215813,171.51757,78.79579603,132.7591956
Pose 4,27.60155297,171.4654332,78.90499083,133.0620038
Pose 4,27.50915581,171.4619493,78.79206818,132.9462001
Pose 4,27.40162302,171.5662187,78.74267792,132.9577
Pose 4,27.06916071,170.886445,78.97462937,133.1839169
Pose 4,26.96101039,170.7192842,79.22150048,133.1586202
Pose 4,26.85503285,170.7163692,79.73400986,133.5755232
Pose 4,26.70882223,170.528821,80.09224633,134.0920882
Pose 4,26.60919929,170.4273184,80.62658587,134.7019848
Pose 4,26.5969149,170.3925144,81.28074238,135.4864274
Pose 4,26.64051486,170.4309505,81.458722,135.0335269
Pose 4,26.64079928,170.409717,81.57612315,134.7413082
Pose 4,26.59122169,170.3594013,81.83216105,134.8761648
Pose 4,26.60439087,170.3226731,81.98842471,134.8737148
Pose 4,26.58931979,170.2549628,82.25176215,135.2137289
Pose 4,26.53481202,170.1474503,82.26076288,135.1712797
Pose 4,26.54768575,170.123546,82.43168075,135.1754242
Pose 4,26.56299841,170.1848571,82.58548133,135.2405641
Pose 4,26.69177498,170.2931016,82.60886013,135.0898598
Pose 4,26.78091932,170.1622056,82.7211964,135.0082668
Pose 4,26.96998435,170.4773796,82.81527623,135.0587611
Pose 4,27.01947627,170.5642861,82.92950256,135.0200932
Pose 4,27.08905989,170.5949916,82.94358347,135.0256745
Pose 4,27.10017778,170.5768032,82.82654691,134.9711991
Pose 4,27.16955533,170.6346484,82.77760454,134.9123284
Pose 4,27.20270023,170.6290379,82.87678979,135.0940575
Pose 4,27.11309251,170.4486389,82.99647836,135.045307
Pose 4,27.11171575,170.4304544,83.0462829,135.2587145
Pose 4,26.91546329,170.0995151,83.2251047,135.3797159
Pose 4,26.76973541,169.7601386,83.19934821,135.4145054
Pose 4,26.66729623,169.5146604,83.1353766,135.4086676
Pose 4,26.64824964,169.4842533,83.11998626,135.3413242
Pose 4,26.61701218,169.5097554,83.06802702,135.5112816
Pose 4,26.48759979,169.171811,82.81744288,135.3915731
Pose 4,26.44365639,168.9383064,82.72350611,135.3359153
Pose 4,26.51214351,169.0245135,82.47814546,134.992666
Pose 4,26.45484585,168.9702394,82.41084099,134.9699947
Pose 4,26.43338453,168.8790418,82.34981021,134.8916221
Pose 4,26.46061299,168.9083159,82.30738524,134.7663026
Pose 4,26.54369972,168.9843556,82.3074994,134.7111938
Pose 4,26.62882597,169.069644,82.34892595,134.6870786
Pose 4,26.67271022,169.1492394,82.4264835,134.5360869
Pose 4,26.72744728,169.2017223,82.40043948,134.4280877
Pose 4,26.8275187,169.3168468,82.42955522,134.351073
Pose 4,26.87732726,169.3858208,82.46426507,134.2378478
Pose 4,26.93802443,169.5409433,82.51745225,134.1569894
Pose 4,26.97340874,169.5354265,82.63701346,134.1964709
Pose 4,26.98853799,169.5595745,82.69875055,134.1681351
Pose 4,26.93854789,169.5505069,82.7424729,133.8453688
Pose 4,26.90938755,169.6064762,82.73328711,133.6876158
Pose 4,26.89753251,169.6385442,82.84242284,133.7489022
Pose 4,26.86131069,169.6107748,82.85010231,133.6200499
Pose 4,26.86685943,169.6713557,82.87960594,133.4062923
Pose 4,26.80766956,169.640141,82.91827091,133.2969342
Pose 4,26.80615094,169.7017737,83.31956081,132.9429455
Pose 4,26.88099095,169.8310521,83.58131137,132.984779
Pose 4,26.93061806,169.9204326,83.62751443,132.693366
Pose 4,26.96545957,170.0227244,84.09599974,133.1174276
Pose 4,26.99726118,170.0131293,84.13646361,133.211008
Pose 4,27.04612938,170.0717127,84.38786945,133.4253028
Pose 4,27.09698165,170.1095805,84.40347276,133.4156851
Pose 4,27.10697045,170.1680475,84.57989456,133.3856684
Pose 4,27.05191019,170.1377898,84.7131686,133.469241
Pose 4,26.96332476,170.2397445,84.91418938,133.3905284
Pose 4,26.85064383,170.2562296,85.0548303,133.2284296
Pose 4,26.64257148,170.0790235,85.0743747,133.0660984
Pose 4,26.47893517,170.0798887,85.14896119,133.0572975
Pose 4,26.33597393,170.2636109,85.25708146,132.8290155
Pose 4,26.1565762,170.1394861,85.27326076,132.6790267
Pose 4,26.04446502,170.0710512,85.34871193,132.6138407
Pose 4,25.94421988,170.0589744,85.64080731,132.4017443
Pose 4,25.83078947,170.073098,85.76544312,132.1526821
Pose 4,25.7107703,169.9299946,85.83100341,132.0857134
Pose 4,25.67708802,170.0380971,85.94831781,131.9054494
Pose 4,25.64827638,170.0260678,86.01640905,131.9509695
Pose 4,25.60536634,170.0081062,86.19954484,131.8198692
Pose 4,25.56077919,169.9495296,86.25406294,131.7678307
Pose 4,25.55994888,169.9208208,86.25929972,131.774875
Pose 4,25.61039051,169.9567683,86.28186638,131.7169836
Pose 4,25.38396763,169.8485722,86.24072206,131.6959881
Pose 4,25.31776114,169.8110544,86.2549285,131.6749252
Pose 4,25.18237225,169.8020108,86.24273986,131.5655775
Pose 4,25.1986762,169.858474,86.22216037,131.5048967
Pose 4,25.14550434,169.8190765,86.09241256,131.2194914
Pose 4,25.09249212,169.9210996,86.10942234,131.2294752
Pose 4,25.02386193,169.9791758,86.19118019,131.0862908
Pose 4,24.98909599,170.0240177,86.17351786,131.1833681
Pose 4,24.95651807,169.9884707,86.16676002,131.1666935
Pose 4,24.9557572,169.9809985,86.06538233,131.0710423
Pose 4,24.95933881,169.9473737,85.9057399,130.8612374
Pose 4,25.00669524,169.8371808,85.73623893,130.593416
Pose 4,24.99931542,169.8419227,85.74475922,130.6170071
Pose 4,24.971619,169.8023441,85.76066412,130.6177278
Pose 4,24.98626398,169.8534565,85.80232395,130.4690763
Pose 4,24.9724882,169.8639176,85.96353384,130.5554645
Pose 4,24.91470893,169.9244649,85.93488447,130.2597916
Pose 4,24.51951476,169.4409649,77.09754301,116.4059453
Pose 4,24.15648541,168.977341,71.28185238,108.2644541
Pose 4,24.15325466,168.5011558,65.62043577,103.6693504
Pose 4,24.27188587,167.5414305,59.98349933,101.2079587
Pose 4,25.69430497,167.8317551,57.60521049,107.6475935
Pose 4,27.694806,168.3518563,52.93522581,115.4565811
Pose 4,29.71884429,168.8343045,49.26449443,133.2514419
Pose 4,33.691927,168.0483166,43.27267201,178.4954696
Pose 4,33.96823153,166.9013398,42.20173761,172.4071769
Pose 4,33.98350016,165.2979962,40.11007373,168.6924961
Pose 5,24.20292076,165.6376299,143.3668512,155.0436603
Pose 5,23.69904924,165.5088422,144.5524743,155.812965
Pose 5,23.42794998,165.3309781,145.113185,156.3409547
Pose 5,23.12277422,165.5760093,145.2937727,156.4728296
Pose 5,22.55795475,165.0876955,145.7289097,156.6373851
Pose 5,22.06071403,164.5245074,146.0465813,156.8801555
Pose 5,21.56130134,164.05954,146.1161959,157.0203257
Pose 5,21.04701279,163.2614821,146.0887126,156.995439
Pose 5,20.91582876,163.2094898,146.1457379,157.0096773
Pose 5,20.76445497,162.9072222,146.2478911,157.1030372
Pose 5,20.70003878,163.0962391,146.2348329,157.1199075
Pose 5,20.59919899,162.8581926,146.197189,157.1848464
Pose 5,20.56869995,162.8641204,146.2150338,157.1792395
Pose 5,20.50846207,162.8235792,146.1634666,157.1615452
Pose 5,20.4859422,162.8884575,146.0857223,157.0738083
Pose 5,20.44658699,162.8317731,146.0674763,157.1610565
Pose 5,20.41151722,162.7276085,145.9496292,157.0589966
Pose 5,20.3773019,162.6303876,146.0097297,156.6198231
Pose 5,20.36035411,162.5599617,146.0438012,156.3053273
Pose 5,20.35369514,162.7022707,145.9627608,156.205954
Pose 5,20.26345631,162.6671707,146.149765,156.4258065
Pose 5,20.20954128,162.6886313,146.1421355,156.5192316
Pose 5,20.15119188,162.7893813,146.1907355,156.5481899
Pose 5,20.09316349,162.853968,146.2256061,156.7404649
Pose 5,19.97185179,162.6429271,145.9903124,157.2152174
Pose 5,19.81267686,162.3872466,146.0117974,158.065644
Pose 5,19.80224987,162.2393637,145.5068929,158.4780263
Pose 5,19.73118146,161.7648593,145.6263409,159.1464849
Pose 5,19.68942589,161.4311827,145.3178285,159.7896335
Pose 5,19.77402463,161.1081342,145.3237051,160.7132473
Pose 5,19.94203941,161.1427358,145.2355049,161.1329336
Pose 5,20.03485538,161.1169122,144.8250509,161.4727342
Pose 5,20.0686851,161.1440018,144.8228036,161.8820081
Pose 5,20.12917503,161.2311775,144.8634127,162.7496252
Pose 5,20.04073859,161.1580432,144.7939463,163.0206123
Pose 5,19.87668772,161.0731881,145.0941057,163.8659425
Pose 5,19.76227833,161.0538824,144.9641446,164.0602
Pose 5,19.53179812,160.8701595,144.8065307,164.1382149
Pose 5,19.32632894,160.6985574,144.7322501,164.3808925
Pose 5,19.23547132,160.6980591,144.7448749,164.725316
Pose 5,18.84724622,160.1581799,144.6082446,164.8930422
Pose 5,18.69504204,160.0727206,144.7783654,165.6938077
Pose 5,18.53962038,160.2190011,145.2666765,166.7904659
Pose 5,18.39921561,160.1480674,144.9461251,166.7096029
Pose 5,18.31898487,160.1233374,144.7323588,166.6604834
Pose 5,18.33781025,160.5159697,144.9775536,167.0232743
Pose 5,18.34118897,160.7339164,145.0462961,167.1024234
Pose 5,18.30938213,160.7507615,144.9724845,167.1283691
Pose 5,18.26806458,160.8745161,144.9472094,166.9436305
Pose 5,18.10595436,160.7553358,145.1000041,166.6032096
Pose 5,18.17340246,160.6414459,145.0500296,166.0632253
Pose 5,18.27323272,160.6532881,145.0768051,165.7808962
Pose 5,18.2301748,160.6290052,145.0693745,165.4591976
Pose 5,18.86038732,161.1183283,144.8272257,165.0703106
Pose 5,19.59316344,161.9692813,144.5709506,164.7364612
Pose 5,19.99077967,162.148936,143.6883763,163.6347706
Pose 5,22.32794844,164.6396284,143.0241258,162.885375
Pose 5,23.14035302,165.3310084,142.4452491,162.1526315
Pose 5,23.69580634,166.2004062,142.0989975,161.7629769
Pose 5,23.8714333,166.6813555,141.9502862,161.3869981
Pose 5,24.24505863,167.2965533,141.4087426,160.7364782
Pose 5,25.21245907,168.4408629,141.0104875,159.8188454
Pose 5,25.32032264,168.4301859,140.6514006,158.9152559
Pose 5,25.64972468,169.1194919,140.100236,158.0376406
Pose 5,25.89114991,169.5346766,139.8125543,157.3949154
Pose 5,26.17613249,169.9557746,139.6501371,156.9818149
Pose 5,26.32818197,170.2580992,139.2409334,156.2497938
Pose 5,26.39203446,170.3938475,138.9132331,155.7034007
Pose 5,26.21135723,170.3530025,138.3182204,155.0081746
Pose 5,26.04548388,170.3236797,137.6904212,154.1517946
Pose 5,25.91525516,170.2410243,136.9786722,153.1843033
Pose 5,25.73963719,170.2045783,136.3696146,152.5078524
Pose 5,25.63841012,170.4258551,135.6882609,151.6245254
Pose 5,25.4372533,170.6938352,134.2950176,149.547068
Pose 5,25.29063657,170.8749683,133.4696453,148.3226848
Pose 5,25.43370063,171.3052978,132.3947239,146.7553772
Pose 5,25.64308728,171.7269106,132.0205174,146.0327863
Pose 5,25.73470502,171.8595021,130.7736129,144.2762498
Pose 5,25.65280684,171.5443222,130.0475207,143.0537936
Pose 5,25.59469432,171.5230356,129.8475614,142.5118762
Pose 5,25.71381031,171.6180549,129.4621202,141.7073486
Pose 5,25.71936814,171.6089099,129.048577,140.8475156
Pose 5,26.19316307,171.8740883,128.5524713,140.3347141
Pose 5,26.42481135,171.8857584,127.8640669,139.5874604
Pose 5,26.61792493,172.0354721,127.193197,138.7661058
Pose 5,26.82837717,172.0504732,126.8427835,138.2403861
Pose 5,27.16147161,172.3632787,126.7667039,138.1282324
Pose 5,27.3119642,172.4084657,126.3664802,137.5688679
Pose 5,27.453208,172.6750492,126.1656234,137.2465121
Pose 5,27.57765681,172.880218,126.037211,137.1320328
Pose 5,27.6117806,172.828442,126.0611942,137.1417778
Pose 5,27.58226292,172.7892887,125.9862329,137.1012773
Pose 5,27.62997448,172.8357358,125.9023247,137.0545724
Pose 5,27.62443347,172.8062601,125.9172445,137.1646156
Pose 5,27.62015132,172.7580722,125.8505129,137.1022766
Pose 5,27.62102751,172.9716511,126.1612551,137.8767668
Pose 5,27.05774908,172.5148146,126.8627125,138.805615
Pose 5,26.6382364,172.0796757,127.4228158,139.6765348
Pose 5,26.1148351,171.5009975,127.7715469,140.3055976
Pose 5,25.84537015,171.1896279,127.945877,140.5988505
Pose 5,25.74408891,170.9652457,128.3447095,141.4030382
Pose 5,25.62813588,171.0357916,129.1987103,142.4451195
Pose 5,25.35041455,170.9654916,129.8670097,143.5144073
Pose 5,24.78838848,170.4919437,130.5287896,144.5999074
Pose 5,24.04129186,169.4695272,131.2714888,145.8534741
Pose 5,23.29475855,168.5445349,132.1669268,147.1162452
Pose 5,23.08803156,168.7540701,133.2348937,148.4903316
Pose 5,22.65740598,168.0990548,133.9881027,149.502868
Pose 5,22.07271498,167.442031,134.5284412,150.5596237
Pose 5,20.88512606,165.9916113,137.0714122,154.3562947
Pose 5,20.28852614,165.0573063,137.7435204,155.609751
Pose 5,19.90057062,164.2549284,138.5957525,156.9312889
Pose 5,19.80909023,163.4773904,139.2847248,157.8043
Pose 5,19.81430039,163.0888058,140.4311323,159.3065288
Pose 5,19.54060885,162.2652152,141.101072,160.0137684
Pose 5,19.31276109,162.2673115,141.4178868,160.3872608
Pose 5,18.9225186,161.8154287,143.1719798,162.5830288
Pose 5,18.81673881,161.8001224,144.0221109,163.6082729
Pose 5,18.72820759,161.845385,144.5629002,164.6421871
Pose 5,18.36201315,161.2599769,144.8041601,165.1238562
Pose 5,18.32871984,161.06601,145.4242797,166.3601492
Pose 5,18.50651888,161.2866421,145.9959122,167.4804897
Pose 5,18.71285722,161.5295976,146.1276279,167.9830573
Pose 5,17.93567201,160.8012093,146.8637035,168.9725101
Pose 5,17.65170163,160.372596,147.8240964,170.3388111
Pose 5,17.49437675,159.9280129,148.214064,170.4518903
Pose 5,17.05497634,159.3804713,148.9229974,170.9117848
Pose 5,16.87419155,158.9226947,149.5169626,171.2754889
Pose 5,16.81331308,158.7343251,150.0663195,171.3300154
Pose 5,16.81362973,158.6149235,150.3124549,170.9588939
Pose 5,16.28551981,159.6798476,150.6127502,170.0354711
Pose 5,15.71810048,160.4284212,150.8197349,169.5982331
Pose 5,14.93277208,160.7487304,151.2540593,169.9621035
Pose 5,14.462982,161.3402882,151.39323,169.9168419
Pose 5,13.54749763,161.0123986,151.3208933,169.8938911
Pose 5,12.39631845,159.9890122,151.800956,169.9530939
Pose 5,11.93116886,159.7573569,151.8601781,169.7797409
Pose 5,11.91363409,159.7517184,151.8319555,169.5249101
Pose 5,12.05874685,159.753795,151.9446564,169.4423176
Pose 5,12.1164251,159.6656821,152.0378777,169.6222829
Pose 5,12.9311371,160.3957313,152.0852222,169.7411928
Pose 5,14.03564919,160.396834,152.0125359,169.5761666
Pose 5,15.0788209,160.2163539,151.8734088,169.2683481
Pose 5,16.57639401,160.7107805,151.6428257,168.7920763
Pose 5,17.71324732,160.7588198,151.6927203,168.8011907
Pose 5,18.20025838,160.3945161,151.6605022,168.6898269
Pose 5,18.62616455,159.7304107,151.8406519,168.6342658
Pose 5,21.02569525,159.3822795,152.001559,168.6909387
Pose 5,22.8620009,160.4070294,152.1638131,168.7194285
Pose 5,24.24005823,161.2488439,152.5335165,168.8476966
Pose 5,24.89159339,161.3106745,152.8627765,169.1495498
Pose 5,25.61543651,160.4983915,153.2211073,169.4570369
Pose 5,25.6604365,159.6995302,153.4477469,169.5423141
Pose 5,26.10896278,160.1007667,153.8873765,169.4760596
Pose 5,26.24943039,160.0917936,154.4810891,170.0036592
Pose 5,26.04008096,160.1630287,154.7114219,170.0392479
Pose 5,25.93128448,160.4030048,155.1794824,170.5051867
Pose 5,25.76485505,160.3029139,155.4593086,170.6959955
Pose 5,25.67254296,160.2487705,155.6799352,170.6909629
Pose 5,25.61266721,160.3978951,155.7992657,170.9420231
Pose 5,25.35046326,160.5027888,155.8428402,171.3579986
Pose 5,25.11623396,160.5723863,155.4978886,171.2973783
Pose 5,24.93652514,160.5947022,155.1062041,170.965822
Pose 5,24.81954155,160.8231869,154.6958381,170.7328817
Pose 5,24.59856551,160.6145152,154.0680271,170.3786039
Pose 5,24.39548766,160.6786582,153.0480813,169.5353206
Pose 5,24.04676842,161.2774598,151.1782639,168.2359772
Pose 5,23.66591169,161.6031069,149.4341551,166.739988
Pose 5,23.4640567,161.6619325,148.3237395,165.7439619
Pose 5,23.11724121,161.8265728,147.4900425,164.9331132
Pose 5,22.80068367,161.8235658,146.7755309,164.3903625
Pose 5,22.70811505,162.0662361,146.4182354,164.1481747
Pose 5,22.48167475,162.2125753,145.2711322,163.0844945
Pose 5,22.38468985,162.408085,145.041282,162.6486115
Pose 5,22.30186739,162.4582722,144.5152853,161.9671247
Pose 5,22.18361372,162.5448384,144.3636519,161.654097
Pose 5,22.07332788,162.5297939,144.3094923,161.5599877
Pose 5,21.89368972,162.3474122,143.7149352,161.0625671
Pose 5,21.8492985,162.2298167,142.7117316,160.1430229
Pose 5,21.80520986,162.1572902,142.0641314,159.6967047
Pose 5,21.80357259,162.2061965,142.0503312,159.7750761
Pose 5,21.66325922,162.3239369,141.8089582,159.5690463
Pose 5,21.53800732,162.1440311,141.4741598,158.7822377
Pose 5,21.3519195,161.8950277,141.1183651,157.9639243
Pose 5,21.34327757,161.9073646,140.4430786,157.060067
Pose 5,21.59462632,162.0735342,140.4936289,157.4159982
Pose 5,21.71887934,162.1827905,140.6492752,157.5543913
Pose 5,21.80144812,162.3629421,141.092521,158.119609
Pose 5,21.88052391,162.4743755,141.49907,158.8839532
Pose 5,21.94505474,162.573974,141.7324384,159.2742713
Pose 5,22.06528434,162.7560594,142.0536755,159.6613176
Pose 5,22.07355495,162.7755276,142.8766217,160.4472582
Pose 5,22.02469046,162.7080518,143.353739,160.6427421
Pose 5,21.90674699,162.5370829,144.2783046,160.9343762
Pose 5,21.85774026,162.6847267,143.7440717,159.4974568
Pose 5,21.79972633,162.6926015,143.2896441,158.1749923
Pose 5,21.73821777,162.7692774,142.5329878,156.3819624
Pose 5,21.6752101,162.7905044,142.1061469,155.1011276
Pose 5,21.62120552,162.7440876,141.9244911,154.0239281
Pose 5,21.44053709,162.3914444,141.604355,153.3101832
Pose 5,21.31186044,162.4697572,141.2459066,153.1593221
Pose 5,20.98854612,162.086021,141.3595759,153.8771494
Pose 5,20.79439427,162.0444805,141.2826198,154.2347265
Pose 5,20.67294908,162.0094528,141.2930555,154.3782846
Pose 5,20.38759631,161.5576869,141.0798698,154.4500669
Pose 5,20.34112614,161.959628,140.146112,154.294809
Pose 5,20.33994702,162.2543839,139.7286136,154.1339474
Pose 5,20.32058417,162.4917208,139.0245966,153.2403586
Pose 5,20.36290443,162.7171292,138.6036768,152.7817336
Pose 5,20.54857644,163.3334191,138.0788871,152.023901
Pose 5,20.87692701,163.9963652,137.320491,150.9957865
Pose 5,21.34566363,164.744166,136.7485583,150.8628456
Pose 5,21.66637921,165.1849782,136.0087704,150.3898488
Pose 5,21.7305926,165.1954284,135.5700564,150.240307
Pose 5,21.88841618,165.1806161,135.1493075,149.7600521
Pose 5,21.8980719,165.3680093,134.9977103,149.8489048
Pose 5,22.05386792,165.5539706,134.8241214,149.7984028
Pose 5,22.16001508,165.61991,134.6826463,149.8057797
Pose 5,22.07854928,165.5909899,134.8052066,150.3129459
Pose 5,22.06057163,165.5639856,134.9774471,150.9261818
Pose 5,21.99743301,165.5275068,135.547889,152.3122355
Pose 5,21.85718454,165.2910174,136.3005031,153.8665575
Pose 5,21.82917901,165.194025,137.4178866,156.1584765
Pose 5,21.74787805,164.9077891,138.6760082,159.6189337
Pose 5,21.79652137,165.0008337,139.2846777,161.449928
Pose 5,21.76462045,164.9935245,139.755062,162.6853807
Pose 5,21.75732527,165.0877927,140.2866229,163.9337788
Pose 5,21.83704955,165.2382987,140.6070496,164.5294389
Pose 5,21.82877074,165.2035545,141.2075511,165.2422604
